x,y
0.0,2.0
0.034482758620689655,2.214970440211024
0.06896551724137931,2.4198891015602646
0.10344827586206896,2.605174215193765
0.13793103448275862,2.7621620551276367
0.1724137931034483,2.883512044446023
0.20689655172413793,2.963549992519223
0.24137931034482757,2.9985334138511237
0.27586206896551724,2.9868265225415263
0.3103448275862069,2.9289767198167915
0.3448275862068966,2.8276889981568907
0.3793103448275862,2.6876994588534235
0.41379310344827586,2.515553857177022
0.4482758620689655,2.3193015301359803
0.48275862068965514,2.108119018423942
0.5172413793103449,1.8918809815760582
0.5517241379310345,1.6806984698640202
0.5862068965517241,1.4844461428229785
0.6206896551724138,1.3123005411465765
0.6551724137931034,1.1723110018431095
0.6896551724137931,1.0710232801832085
0.7241379310344828,1.0131734774584737
0.7586206896551724,1.001466586148876
0.7931034482758621,1.0364500074807772
0.8275862068965517,1.1164879555539766
0.8620689655172413,1.2378379448723633
0.896551724137931,1.3948257848062344
0.9310344827586207,1.580110898439735
0.9655172413793103,1.7850295597889756
1.0,1.9999999999999998
