x,y
0.0,2.0
0.034482758620689655,2.644911320633072
0.06896551724137931,3.259667304680794
0.10344827586206896,3.8155226455812956
0.13793103448275862,4.286486165382909
0.1724137931034483,4.650536133338068
0.20689655172413793,4.890649977557668
0.24137931034482757,4.995600241553372
0.27586206896551724,4.960479567624578
0.3103448275862069,4.786930159450375
0.3448275862068966,4.483066994470672
0.3793103448275862,4.063098376560271
0.41379310344827586,3.5466615715310663
0.4482758620689655,2.9579045904079404
0.48275862068965514,2.324357055271826
0.5172413793103449,1.6756429447281749
0.5517241379310345,1.04209540959206
0.5862068965517241,0.4533384284689359
0.6206896551724138,-0.06309837656027018
0.6551724137931034,-0.48306699447067114
0.6896551724137931,-0.7869301594503741
0.7241379310344828,-0.9604795676245783
0.7586206896551724,-0.9956002415533716
0.7931034482758621,-0.8906499775576688
0.8275862068965517,-0.6505361333380697
0.8620689655172413,-0.2864861653829105
0.896551724137931,0.18447735441870328
0.9310344827586207,0.7403326953192053
0.9655172413793103,1.355088679366927
1.0,1.9999999999999993
