x,y
0.0,0.0
0.034482758620689655,0.17095607075172012
0.06896551724137931,0.46619984254934116
0.10344827586206896,0.6414979244654446
0.13793103448275862,0.7757079705956914
0.1724137931034483,0.9263099080450093
0.20689655172413793,0.9121893877607369
0.24137931034482757,0.7809230178605441
0.27586206896551724,1.1164498265263807
0.3103448275862069,1.0053690154061443
0.3448275862068966,0.7215703650175096
0.3793103448275862,0.6353279623831515
0.41379310344827586,0.41207861599062173
0.4482758620689655,0.3303646343357281
0.48275862068965514,0.10942130042346972
0.5172413793103449,-0.09570060421566737
0.5517241379310345,-0.2717747083854305
0.5862068965517241,-0.6155301907279195
0.6206896551724138,-0.5898533182846151
0.6551724137931034,-0.8091295888183668
0.6896551724137931,-0.9927205430185586
0.7241379310344828,-1.018306073870517
0.7586206896551724,-1.0418018433281266
0.7931034482758621,-0.9555805272311981
0.8275862068965517,-0.8853489852942561
0.8620689655172413,-0.7616558427693764
0.896551724137931,-0.43901842314219075
0.9310344827586207,-0.44608112462127003
0.9655172413793103,-0.20606191548155778
1.0,-2.4417947895484115e-16
