x,y
0.0,2.2906131206124645
0.034482758620689655,1.7614637757543465
0.06896551724137931,2.686785424870914
0.10344827586206896,2.761541734527806
0.13793103448275862,2.8112539949009463
0.1724137931034483,3.0231911308150314
0.20689655172413793,2.8055823509546802
0.24137931034482757,2.345062999613775
0.27586206896551724,3.379157204214236
0.3103448275862069,3.169834483613827
0.3448275862068966,2.4651488507151873
0.3793103448275862,2.48301870636719
0.41379310344827586,2.0106647200574534
0.4482758620689655,2.3996602884782967
0.48275862068965514,2.1335110862633937
0.5172413793103449,1.6745819161161226
0.5517241379310345,1.4305328769849914
0.5862068965517241,1.7723103119048444
0.6206896551724138,1.1255859210251156
0.6551724137931034,1.1460240754689393
0.6896551724137931,1.1445139470219203
0.7241379310344828,1.0454934909160407
0.7586206896551724,1.044862115787925
0.7931034482758621,1.027877590458807
0.8275862068965517,1.1188092847820383
0.8620689655172413,1.2370157983734626
0.896551724137931,1.0118643544778874
0.9310344827586207,1.6786757360053963
0.9655172413793103,1.7110566918886314
1.0,1.993876757975021
