x,y
0.0,1.742497070697799
0.034482758620689655,2.5379001643370533
0.06896551724137931,3.64339434435181
0.10344827586206896,3.27813716028088
0.13793103448275862,3.9839935608213155
0.1724137931034483,3.923273317490322
0.20689655172413793,4.396587573037987
0.24137931034482757,5.821681073232042
0.27586206896551724,4.995462536328945
0.3103448275862069,4.906345541826641
0.3448275862068966,4.620383896061847
0.3793103448275862,4.329033196669771
0.41379310344827586,3.0860771498762114
0.4482758620689655,2.5937298296786255
0.48275862068965514,2.187945251207896
0.5172413793103449,1.4062260363030161
0.5517241379310345,0.9177956201019953
0.5862068965517241,0.44356445389699023
0.6206896551724138,-0.06732379422814093
0.6551724137931034,-0.5600949368870131
0.6896551724137931,-0.7988302325314046
0.7241379310344828,-0.8828249510637453
0.7586206896551724,-1.0802506745905653
0.7931034482758621,-0.8462394256666553
0.8275862068965517,-0.7663812381594581
0.8620689655172413,-0.2712793565288992
0.896551724137931,0.17212915264488043
0.9310344827586207,0.7919718839844294
0.9655172413793103,1.2237220271337148
1.0,2.1946843016174515
